record_id,region,location_name,latitude,longitude,month,year,habitat_class,flooded_area_km2,water_depth_cm,inundation_duration_days,vegetation_type,canopy_cover_percent,floating_vegetation_present,substrate_type,water_flow_rate,nutrient_level,suitable_for_aquatic_plants,suitable_for_flood_forest_trees,suitable_for_macrophytes,suitable_for_rice_cultivation,habitat_productivity_index
306,Amazon_Mainstem,Site_0306,-5.6224,-55.892,Sep,1987,Open_Water,25743,539,30,None,0,No,Clay,Slow,Moderate,Yes,No,No,No,40
307,Amazon_Mainstem_West,Site_0307,-6.2456,-71.4038,Aug,1984,Flooded_Forest,95053,148,7,Flooded_Trees,70,No,Mixed,Slow,Very_High,No,Yes,No,No,100
308,Amazon_Central,Site_0308,-0.7551,-55.9095,Nov,1986,River_Channel,4563,504,30,None,0,No,Clay,Moderate,Moderate,Yes,No,No,No,40
309,Amazon_Mainstem_West,Site_0309,-5.8129,-65.4973,Jun,1984,Macrophyte,55085,234,27,Floating_Macrophytes,57,Yes,Organic_Matter,Stagnant,Moderate,Yes,No,Yes,No,85
310,Amazon_Mainstem_East,Site_0310,-2.9849,-68.0019,Sep,1990,Macrophyte,33823,55,10,Floating_Macrophytes,78,Yes,Mixed,Slow,High,No,Marginal,Yes,Yes,85
311,Amazon_Mainstem_West,Site_0311,-5.8398,-65.4252,Dec,1996,Open_Water,35801,342,30,None,0,No,Sand,Slow,Low,Yes,No,No,No,55
312,Amazon_Mainstem_West,Site_0312,-7.9846,-62.6794,Sep,1993,Open_Water,25628,440,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,55
313,Amazon_Mainstem_West,Site_0313,-6.5987,-64.2816,Oct,1985,Macrophyte,42835,103,17,Emergent_Vegetation,59,Yes,Sand,Stagnant,High,Yes,Marginal,Yes,Yes,95
314,Amazon_Mainstem,Site_0314,-2.9665,-57.6995,Oct,1984,River_Channel,4673,1079,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,40
315,Amazon_Mainstem,Site_0315,-6.526,-56.6421,Jan,1995,River_Channel,5675,549,30,None,0,No,Clay,Fast,Moderate,Yes,No,No,No,25
316,Amazon_Mainstem_East,Site_0316,-1.0788,-56.0234,May,1981,River_Channel,4535,829,30,None,0,No,Clay,Fast,Moderate,Yes,No,No,No,25
317,Amazon_Mainstem,Site_0317,-4.3408,-55.8394,Mar,1982,Open_Water,46263,675,30,None,0,No,Mixed,Slow,Moderate,Yes,No,No,No,40
318,Amazon_Central,Site_0318,-5.5229,-71.5383,Jun,1988,Open_Water,46953,664,30,None,0,No,Clay,Slow,Low,Yes,No,No,No,40
319,Amazon_Central,Site_0319,-1.6299,-65.5494,Aug,1985,Macrophyte,42311,86,10,Aquatic_Grasses,46,Yes,Organic_Matter,Stagnant,Moderate,No,Marginal,Yes,Yes,70
320,Amazon_Mainstem_West,Site_0320,-4.815,-57.8838,Mar,1990,Flooded_Forest,137262,238,27,Flooded_Trees,81,Yes,Mixed,Slow,High,No,Yes,No,No,100
321,Amazon_Mainstem_East,Site_0321,-0.9904,-68.1193,Feb,1990,Open_Water,47096,511,30,None,0,No,Organic_Matter,Slow,Low,Yes,No,No,No,50
322,Amazon_Mainstem,Site_0322,-4.2011,-58.3764,Aug,1992,River_Channel,4650,1294,30,None,0,No,Mud,Fast,Moderate,Yes,No,No,No,25
323,Amazon_Central,Site_0323,-6.4068,-57.7211,Nov,1994,Open_Water,36987,332,30,None,0,No,Organic_Matter,Slow,Moderate,Yes,No,No,No,65
324,Amazon_Mainstem,Site_0324,-6.6468,-60.0645,Jan,1991,Macrophyte,51866,156,29,Aquatic_Grasses,73,Yes,Mixed,Slow,High,Yes,No,Yes,Yes,100
325,Amazon_Central,Site_0325,-7.4095,-55.4386,Nov,1993,Open_Water,26102,485,30,None,0,No,Organic_Matter,Slow,Moderate,Yes,No,No,No,65
326,Amazon_Mainstem_West,Site_0326,-6.5905,-64.0934,Feb,1980,River_Channel,5394,1235,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,25
327,Amazon_Mainstem,Site_0327,-3.495,-70.1605,May,1992,Flooded_Forest,160552,463,30,Flooded_Trees,90,Yes,Mud,Slow,High,No,Yes,No,No,85
328,Amazon_Mainstem,Site_0328,-6.5968,-56.2743,Aug,1986,Flooded_Forest,42023,264,6,Flooded_Trees,84,No,Mud,Slow,High,No,Yes,No,No,100
329,Amazon_Mainstem_West,Site_0329,-1.0921,-58.6678,Jul,1982,River_Channel,4695,695,30,None,0,No,Clay,Fast,Low,Yes,No,No,No,25
330,Amazon_Mainstem_West,Site_0330,-7.5209,-58.7268,Oct,1984,Open_Water,24841,327,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,65
331,Amazon_Mainstem,Site_0331,-3.1873,-59.0825,Apr,1993,Open_Water,40548,435,30,None,0,No,Mud,Moderate,Moderate,Yes,No,No,No,55
332,Amazon_Mainstem,Site_0332,-4.1683,-65.9357,Jul,1979,Macrophyte,54782,184,6,Floating_Macrophytes,42,Yes,Organic_Matter,Stagnant,High,No,No,Yes,Yes,100
333,Amazon_Mainstem,Site_0333,-6.2755,-70.931,Aug,1991,Flooded_Forest,87156,485,9,Flooded_Trees,89,No,Sand,Stagnant,High,No,Yes,No,No,80
334,Amazon_Mainstem,Site_0334,-2.659,-63.1141,Oct,1982,Macrophyte,54118,146,8,Emergent_Vegetation,68,Yes,Organic_Matter,Stagnant,High,No,Marginal,Yes,Yes,100
335,Amazon_Mainstem_East,Site_0335,-2.0424,-60.7531,Jul,1985,River_Channel,3354,746,30,None,0,No,Sand,Fast,Moderate,Yes,No,No,No,25
336,Amazon_Mainstem_East,Site_0336,-4.1082,-65.2265,Apr,1982,River_Channel,4996,1064,30,None,0,No,Mud,Moderate,Low,Yes,No,No,No,40
337,Amazon_Mainstem_East,Site_0337,-2.6425,-69.3094,Oct,1988,Flooded_Forest,71656,111,4,Flooded_Shrubs,71,No,Clay,Stagnant,Very_High,No,Yes,No,No,95
338,Amazon_Mainstem_West,Site_0338,-5.4849,-55.5052,May,1982,Open_Water,51217,344,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,55
339,Amazon_Mainstem_East,Site_0339,-5.2223,-57.629,Aug,1993,Open_Water,30095,282,30,None,0,No,Sand,Slow,Moderate,Yes,No,No,No,70
340,Amazon_Mainstem,Site_0340,-0.9849,-67.8712,Oct,1983,Macrophyte,60867,154,9,Aquatic_Grasses,61,Yes,Organic_Matter,Slow,Moderate,No,No,Yes,Yes,90
341,Amazon_Mainstem,Site_0341,-1.3089,-66.0702,Jun,1989,Open_Water,52156,779,30,None,0,No,Mud,Moderate,Low,Yes,No,No,No,40
342,Amazon_Mainstem,Site_0342,-3.8004,-60.871,Jan,1981,Macrophyte,64448,215,26,Aquatic_Grasses,51,Yes,Mixed,Stagnant,High,Yes,No,Yes,No,95
343,Amazon_Central,Site_0343,-1.1151,-69.376,Sep,1979,Flooded_Forest,34257,578,12,Flooded_Trees,76,Yes,Mixed,Slow,Very_High,No,Yes,No,No,70
344,Amazon_Mainstem,Site_0344,-1.7045,-55.6088,Jul,1996,River_Channel,4059,593,30,None,0,No,Sand,Moderate,Moderate,Yes,No,No,No,40
345,Amazon_Central,Site_0345,-5.1377,-68.3842,Dec,1979,Flooded_Forest,68304,512,7,Flooded_Trees,63,No,Clay,Stagnant,High,No,Yes,Marginal,No,65
346,Amazon_Mainstem,Site_0346,-5.3501,-56.7054,Feb,1982,Macrophyte,59076,135,26,Floating_Macrophytes,73,Yes,Mixed,Slow,High,Yes,Marginal,Yes,Yes,100
347,Amazon_Mainstem,Site_0347,-7.1713,-61.5633,Mar,1984,Flooded_Forest,88640,520,27,Flooded_Shrubs,77,No,Clay,Stagnant,High,No,Yes,No,No,65
348,Amazon_Mainstem_East,Site_0348,-5.5998,-57.0058,Apr,1979,Macrophyte,62869,54,28,Aquatic_Grasses,63,Yes,Mud,Stagnant,High,Yes,Marginal,Yes,Yes,80
349,Amazon_Mainstem_East,Site_0349,-5.2653,-71.7111,Jan,1983,River_Channel,4386,503,30,None,0,No,Organic_Matter,Fast,Low,Yes,No,No,No,35
350,Amazon_Mainstem_East,Site_0350,-7.3664,-68.1268,Nov,1989,Open_Water,28640,568,30,None,0,No,Mud,Slow,Low,Yes,No,No,No,40
351,Amazon_Mainstem_East,Site_0351,-3.6366,-56.1866,Jan,1984,Flooded_Forest,148414,227,25,Flooded_Trees,88,Yes,Clay,Slow,Very_High,No,Yes,No,No,100
352,Amazon_Mainstem_East,Site_0352,-0.3268,-54.8311,Dec,1989,River_Channel,4395,1302,30,None,0,No,Sand,Fast,Moderate,Yes,No,No,No,25
353,Amazon_Central,Site_0353,-4.0022,-55.6942,Sep,1994,Flooded_Forest,81545,138,6,Flooded_Trees,62,Yes,Mud,Stagnant,High,No,Yes,Marginal,No,95
354,Amazon_Mainstem_East,Site_0354,-7.8183,-64.3024,Aug,1987,River_Channel,4358,547,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,40
355,Amazon_Mainstem_West,Site_0355,-3.2202,-66.5195,Apr,1986,Macrophyte,59703,184,28,Aquatic_Grasses,46,Yes,Clay,Slow,High,Yes,No,Yes,Yes,100
356,Amazon_Mainstem_West,Site_0356,-5.548,-70.8661,Jul,1981,Open_Water,33414,738,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,40
357,Amazon_Mainstem_West,Site_0357,-7.9771,-69.4601,Feb,1988,Open_Water,52232,761,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,50
358,Amazon_Mainstem,Site_0358,-2.8384,-56.1384,Jun,1985,River_Channel,5146,1196,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,50
359,Amazon_Mainstem_West,Site_0359,-5.5216,-60.1936,Jul,1993,River_Channel,4819,974,30,None,0,No,Organic_Matter,Fast,Moderate,Yes,No,No,No,35
360,Amazon_Central,Site_0360,-4.5991,-57.1811,Apr,1983,Flooded_Forest,173893,232,29,Flooded_Shrubs,81,No,Clay,Slow,High,No,Yes,No,No,100
361,Amazon_Central,Site_0361,-1.2275,-56.1993,Jan,1993,Macrophyte,54481,107,21,Floating_Macrophytes,70,Yes,Organic_Matter,Stagnant,High,Yes,Marginal,Yes,Yes,100
362,Amazon_Central,Site_0362,-5.3194,-66.8057,Jan,1982,River_Channel,4325,572,30,None,0,No,Mud,Moderate,Moderate,Yes,No,No,No,40
363,Amazon_Mainstem_East,Site_0363,-3.1467,-54.9404,Jan,1995,Macrophyte,69665,63,29,Aquatic_Grasses,62,Yes,Organic_Matter,Stagnant,Moderate,Yes,Marginal,Yes,Yes,70
364,Amazon_Mainstem,Site_0364,-0.9294,-67.2517,Dec,1984,Flooded_Forest,35337,435,4,Flooded_Trees,64,Yes,Mixed,Slow,Very_High,No,Yes,Marginal,No,85
365,Amazon_Mainstem_West,Site_0365,-5.0732,-67.0168,Feb,1980,River_Channel,4311,894,30,None,0,No,Mud,Fast,Low,Yes,No,No,No,25
366,Amazon_Mainstem_East,Site_0366,-7.2414,-54.8048,Mar,1991,Open_Water,47203,731,30,None,0,No,Mud,Moderate,Low,Yes,No,No,No,40
367,Amazon_Mainstem_West,Site_0367,-6.216,-68.9105,May,1994,Flooded_Forest,93445,354,27,Flooded_Trees,65,No,Clay,Stagnant,Very_High,No,Yes,Marginal,No,80
368,Amazon_Mainstem,Site_0368,-0.6521,-63.9535,May,1987,River_Channel,4230,986,30,None,0,No,Organic_Matter,Fast,Moderate,Yes,No,No,No,35
369,Amazon_Mainstem,Site_0369,-1.2692,-63.5407,May,1988,Open_Water,39442,541,30,None,0,No,Clay,Slow,Moderate,Yes,No,No,No,40
370,Amazon_Mainstem,Site_0370,-4.6251,-59.4418,Feb,1990,Flooded_Forest,94270,297,29,Flooded_Shrubs,81,No,Clay,Slow,Very_High,No,Yes,No,No,100
371,Amazon_Mainstem_East,Site_0371,-4.8149,-60.5898,Jun,1995,Macrophyte,57275,249,23,Emergent_Vegetation,41,Yes,Organic_Matter,Slow,Moderate,Yes,No,Yes,No,90
372,Amazon_Mainstem_West,Site_0372,-6.0191,-57.2432,Aug,1988,River_Channel,3935,687,30,None,0,No,Organic_Matter,Fast,Low,Yes,No,No,No,35
373,Amazon_Mainstem_West,Site_0373,-7.5151,-67.4229,Nov,1979,River_Channel,3841,906,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,40
374,Amazon_Mainstem_East,Site_0374,-4.911,-70.8151,Apr,1996,Open_Water,56063,482,30,None,0,No,Organic_Matter,Slow,Low,Yes,No,No,No,65
375,Amazon_Mainstem,Site_0375,-2.6268,-65.7978,Jun,1989,Open_Water,38971,367,30,None,0,No,Mixed,Slow,Moderate,Yes,No,No,No,55
376,Amazon_Mainstem_East,Site_0376,-3.1566,-68.4048,May,1979,Open_Water,52609,701,30,None,0,No,Sand,Slow,Low,Yes,No,No,No,40
377,Amazon_Mainstem_East,Site_0377,-0.0171,-54.311,May,1982,River_Channel,4261,1340,30,None,0,No,Mud,Moderate,Low,Yes,No,No,No,40
378,Amazon_Mainstem_West,Site_0378,-5.3662,-65.2654,Aug,1983,Flooded_Forest,72018,185,6,Flooded_Trees,90,Yes,Mixed,Slow,High,No,Yes,No,No,100
379,Amazon_Mainstem,Site_0379,-0.9686,-68.4374,May,1988,Open_Water,50542,473,30,None,0,No,Mud,Slow,Low,Yes,No,No,No,55
380,Amazon_Mainstem_East,Site_0380,-6.8566,-66.5852,Apr,1992,Open_Water,44710,672,30,None,0,No,Organic_Matter,Slow,Moderate,Yes,No,No,No,50
381,Amazon_Mainstem_East,Site_0381,-6.8211,-62.9604,May,1995,Macrophyte,51101,76,24,Aquatic_Grasses,52,Yes,Mixed,Slow,High,Yes,Marginal,Yes,Yes,85
382,Amazon_Central,Site_0382,-1.7124,-56.0184,Jan,1982,Macrophyte,53875,198,21,Emergent_Vegetation,77,Yes,Clay,Slow,Moderate,Yes,No,Yes,Yes,80
383,Amazon_Mainstem_West,Site_0383,-2.8144,-57.224,Oct,1982,Macrophyte,56556,207,14,Emergent_Vegetation,78,Yes,Mud,Stagnant,High,No,No,Yes,No,95
384,Amazon_Mainstem_West,Site_0384,-1.4027,-56.5233,Sep,1980,River_Channel,4872,548,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,50
385,Amazon_Mainstem_East,Site_0385,-7.5455,-56.3142,Jan,1982,Flooded_Forest,116212,403,25,Flooded_Shrubs,94,Yes,Mud,Stagnant,Very_High,No,Yes,No,No,80
386,Amazon_Central,Site_0386,-4.1379,-55.5327,Nov,1979,Macrophyte,58646,135,11,Floating_Macrophytes,65,Yes,Organic_Matter,Stagnant,High,No,Marginal,Yes,Yes,100
387,Amazon_Mainstem_East,Site_0387,-0.8385,-65.7905,Jun,1993,Flooded_Forest,94226,127,25,Flooded_Trees,62,No,Mud,Slow,High,No,Yes,Marginal,No,100
388,Amazon_Mainstem_East,Site_0388,-2.7382,-63.4518,May,1987,Macrophyte,69544,207,24,Aquatic_Grasses,80,Yes,Mixed,Slow,Moderate,Yes,No,Yes,No,80
389,Amazon_Mainstem,Site_0389,-1.1682,-70.4874,Jun,1988,River_Channel,5640,656,30,None,0,No,Clay,Moderate,Low,Yes,No,No,No,40
390,Amazon_Mainstem_West,Site_0390,-6.0842,-63.7743,Jun,1995,River_Channel,4137,604,30,None,0,No,Clay,Fast,Moderate,Yes,No,No,No,25
391,Amazon_Mainstem_West,Site_0391,-3.4485,-57.433,Jul,1989,River_Channel,3614,1083,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,40
392,Amazon_Mainstem,Site_0392,-7.5751,-63.0891,Nov,1996,Macrophyte,44230,104,7,Emergent_Vegetation,86,Yes,Sand,Stagnant,Moderate,No,Marginal,Yes,Yes,75
393,Amazon_Mainstem_East,Site_0393,-2.2335,-70.4233,Sep,1995,Flooded_Forest,84242,255,10,Flooded_Trees,75,No,Clay,Slow,High,No,Yes,No,No,100
394,Amazon_Central,Site_0394,-2.7237,-54.5198,Aug,1980,River_Channel,4870,1143,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,50
395,Amazon_Mainstem,Site_0395,-2.7018,-66.5418,Jun,1991,Flooded_Forest,95956,142,25,Flooded_Trees,80,Yes,Organic_Matter,Stagnant,Very_High,No,Yes,No,No,100
396,Amazon_Mainstem,Site_0396,-2.3888,-70.8148,Oct,1991,Macrophyte,41461,87,12,Aquatic_Grasses,59,Yes,Organic_Matter,Stagnant,Moderate,No,Marginal,Yes,Yes,70
397,Amazon_Mainstem,Site_0397,-3.8033,-70.4366,Jan,1980,River_Channel,5813,874,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,25
398,Amazon_Mainstem,Site_0398,-7.9552,-60.4346,Apr,1991,River_Channel,4205,600,30,None,0,No,Organic_Matter,Fast,Low,Yes,No,No,No,35
399,Amazon_Mainstem_East,Site_0399,-0.8262,-61.995,Jan,1986,Open_Water,52504,514,30,None,0,No,Organic_Matter,Slow,Low,Yes,No,No,No,50
400,Amazon_Mainstem_West,Site_0400,-2.2104,-63.5422,Jan,1982,River_Channel,4363,1388,30,None,0,No,Organic_Matter,Fast,Moderate,Yes,No,No,No,35
401,Amazon_Mainstem_East,Site_0401,-0.4157,-71.6537,Dec,1991,Macrophyte,58573,233,8,Aquatic_Grasses,49,Yes,Organic_Matter,Stagnant,Moderate,No,No,Yes,No,85
402,Amazon_Central,Site_0402,-3.1974,-54.7453,Feb,1989,Flooded_Forest,89315,127,28,Flooded_Shrubs,81,Yes,Clay,Stagnant,High,No,Yes,No,No,95
403,Amazon_Mainstem_West,Site_0403,-3.4196,-63.9824,Oct,1983,Macrophyte,32584,242,5,Aquatic_Grasses,46,Yes,Organic_Matter,Stagnant,Moderate,No,No,Yes,No,85
404,Amazon_Mainstem_East,Site_0404,-3.433,-59.4281,Mar,1980,Flooded_Forest,162981,515,30,Flooded_Shrubs,81,No,Mud,Slow,Very_High,No,Yes,No,No,70
405,Amazon_Mainstem,Site_0405,-2.4636,-56.0202,Mar,1991,Open_Water,54714,410,30,None,0,No,Organic_Matter,Slow,Low,Yes,No,No,No,65
406,Amazon_Mainstem_East,Site_0406,-5.1991,-61.0094,Jan,1989,Flooded_Forest,89913,216,25,Flooded_Trees,76,Yes,Organic_Matter,Stagnant,Very_High,No,Yes,No,No,100
407,Amazon_Mainstem_East,Site_0407,-2.2029,-65.5897,Apr,1980,Flooded_Forest,159196,471,25,Flooded_Trees,74,Yes,Clay,Slow,High,No,Yes,No,No,85
408,Amazon_Central,Site_0408,-0.5105,-60.5629,Jun,1994,Open_Water,52537,377,30,None,0,No,Sand,Slow,Low,Yes,No,No,No,55
409,Amazon_Mainstem_West,Site_0409,-6.6318,-69.8636,Aug,1980,River_Channel,3475,691,30,None,0,No,Mud,Fast,Low,Yes,No,No,No,25
410,Amazon_Mainstem,Site_0410,-3.2822,-68.826,Dec,1994,Open_Water,30361,342,30,None,0,No,Clay,Slow,Low,Yes,No,No,No,55
411,Amazon_Mainstem_West,Site_0411,-4.5549,-71.5952,May,1995,River_Channel,4010,742,30,None,0,No,Mud,Fast,Moderate,Yes,No,No,No,25
412,Amazon_Mainstem,Site_0412,-4.5162,-62.3776,May,1981,River_Channel,5070,1119,30,None,0,No,Clay,Moderate,Low,Yes,No,No,No,40
413,Amazon_Mainstem_East,Site_0413,-0.2134,-57.3673,Jul,1993,Flooded_Forest,46769,223,2,Flooded_Shrubs,63,No,Sand,Stagnant,Very_High,No,Yes,Marginal,No,95
414,Amazon_Mainstem_West,Site_0414,-1.5837,-67.2301,Mar,1990,River_Channel,5002,428,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,55
415,Amazon_Mainstem_West,Site_0415,-5.3909,-65.8116,Feb,1987,River_Channel,5156,799,30,None,0,No,Mud,Moderate,Moderate,Yes,No,No,No,40
416,Amazon_Mainstem_West,Site_0416,-2.6021,-56.105,Mar,1994,River_Channel,4611,967,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,25
417,Amazon_Central,Site_0417,-4.3039,-55.6357,Oct,1992,Open_Water,28482,624,30,None,0,No,Mud,Moderate,Low,Yes,No,No,No,40
418,Amazon_Mainstem_East,Site_0418,-2.7205,-69.6925,Jul,1996,Flooded_Forest,77886,295,13,Flooded_Shrubs,68,Yes,Sand,Slow,Very_High,No,Yes,Marginal,No,100
419,Amazon_Mainstem_East,Site_0419,-6.5639,-71.8482,May,1981,Open_Water,43132,521,30,None,0,No,Organic_Matter,Slow,Low,Yes,No,No,No,50
420,Amazon_Mainstem_East,Site_0420,-0.3001,-60.2324,Jul,1991,Flooded_Forest,86180,516,0,Flooded_Shrubs,65,Yes,Mixed,Slow,Very_High,No,Yes,Marginal,No,70
421,Amazon_Central,Site_0421,-0.6294,-68.2554,Dec,1990,Open_Water,29986,601,30,None,0,No,Clay,Slow,Low,Yes,No,No,No,40
422,Amazon_Mainstem_East,Site_0422,-1.1193,-57.7402,Sep,1991,Macrophyte,53185,95,9,Aquatic_Grasses,44,Yes,Mixed,Stagnant,Moderate,No,Marginal,Yes,Yes,60
423,Amazon_Mainstem,Site_0423,-0.4082,-58.3006,Nov,1996,Flooded_Forest,42258,195,0,Flooded_Trees,69,No,Sand,Slow,Very_High,No,Yes,Marginal,No,100
424,Amazon_Mainstem,Site_0424,-4.8316,-57.3669,Aug,1990,Open_Water,34656,232,30,None,0,No,Mixed,Slow,Low,Yes,No,No,No,70
425,Amazon_Central,Site_0425,-4.7134,-59.8861,Mar,1980,Macrophyte,46944,80,29,Aquatic_Grasses,57,Yes,Mixed,Stagnant,Moderate,Yes,Marginal,Yes,Yes,60
426,Amazon_Mainstem_East,Site_0426,-2.6936,-66.4382,Nov,1985,Flooded_Forest,69632,220,0,Flooded_Trees,82,No,Clay,Slow,Very_High,No,Yes,No,No,100
427,Amazon_Mainstem,Site_0427,-5.6709,-71.8075,Jun,1982,Flooded_Forest,145080,347,30,Flooded_Trees,95,No,Organic_Matter,Stagnant,Very_High,No,Yes,No,No,90
428,Amazon_Central,Site_0428,-0.2272,-64.7209,Jan,1990,Flooded_Forest,149274,259,26,Flooded_Shrubs,90,Yes,Mud,Stagnant,Very_High,No,Yes,No,No,95
429,Amazon_Central,Site_0429,-1.3773,-67.5464,Feb,1983,Flooded_Forest,145750,164,29,Flooded_Shrubs,88,No,Mud,Stagnant,High,No,Yes,No,No,95
430,Amazon_Mainstem_East,Site_0430,-6.6641,-61.7507,Feb,1991,Macrophyte,63774,85,28,Floating_Macrophytes,43,Yes,Clay,Stagnant,Moderate,Yes,Marginal,Yes,Yes,60
431,Amazon_Mainstem_West,Site_0431,-7.9859,-56.7506,Jul,1982,River_Channel,3881,1026,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,40
432,Amazon_Mainstem_West,Site_0432,-3.4131,-67.121,Mar,1979,Macrophyte,48154,132,27,Emergent_Vegetation,54,Yes,Mud,Slow,Moderate,Yes,Marginal,Yes,Yes,80
433,Amazon_Mainstem,Site_0433,-0.0357,-54.6543,Sep,1983,Open_Water,24197,520,30,None,0,No,Clay,Moderate,Moderate,Yes,No,No,No,40
434,Amazon_Central,Site_0434,-1.128,-57.1562,Sep,1981,Macrophyte,55935,235,20,Emergent_Vegetation,80,Yes,Mixed,Slow,Moderate,Yes,No,Yes,No,80
435,Amazon_Mainstem_East,Site_0435,-2.783,-57.6816,Jun,1990,River_Channel,4367,1024,30,None,0,No,Sand,Moderate,Moderate,Yes,No,No,No,40
436,Amazon_Mainstem_West,Site_0436,-5.122,-70.3659,May,1994,Open_Water,52466,619,30,None,0,No,Clay,Moderate,Moderate,Yes,No,No,No,40
437,Amazon_Mainstem,Site_0437,-4.0849,-54.5068,Sep,1989,River_Channel,5144,1111,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,50
438,Amazon_Mainstem,Site_0438,-7.7148,-60.8263,Feb,1992,Open_Water,52912,284,30,None,0,No,Mixed,Slow,Low,Yes,No,No,No,70
439,Amazon_Mainstem,Site_0439,-3.7115,-67.4045,May,1986,Macrophyte,62758,176,24,Aquatic_Grasses,73,Yes,Mud,Slow,High,Yes,No,Yes,Yes,100
440,Amazon_Mainstem_East,Site_0440,-5.2806,-69.3859,May,1996,Flooded_Forest,107356,392,29,Flooded_Trees,78,No,Sand,Stagnant,High,No,Yes,No,No,80
441,Amazon_Mainstem_East,Site_0441,-5.7156,-70.2351,Mar,1982,Macrophyte,71389,149,22,Aquatic_Grasses,87,Yes,Mixed,Stagnant,Moderate,Yes,Marginal,Yes,Yes,75
442,Amazon_Mainstem,Site_0442,-5.4249,-64.9051,Jun,1990,Open_Water,44727,616,30,None,0,No,Organic_Matter,Slow,Low,Yes,No,No,No,50
443,Amazon_Mainstem_East,Site_0443,-6.3665,-56.0016,Mar,1990,Open_Water,46333,267,30,None,0,No,Clay,Slow,Moderate,Yes,No,No,No,70
444,Amazon_Mainstem,Site_0444,-4.8109,-64.8443,May,1995,River_Channel,5567,1327,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,40
445,Amazon_Mainstem_West,Site_0445,-5.5212,-69.9461,Dec,1989,Open_Water,37432,778,30,None,0,No,Mixed,Slow,Moderate,Yes,No,No,No,40
446,Amazon_Mainstem_East,Site_0446,-0.0979,-67.1833,Oct,1992,Flooded_Forest,79968,112,1,Flooded_Trees,87,Yes,Clay,Stagnant,High,No,Yes,No,No,95
447,Amazon_Mainstem_West,Site_0447,-0.0246,-70.2785,Sep,1982,Flooded_Forest,66956,121,8,Flooded_Trees,90,Yes,Sand,Stagnant,High,No,Yes,No,No,95
448,Amazon_Mainstem,Site_0448,-7.3648,-62.5222,Dec,1996,Macrophyte,60736,58,17,Aquatic_Grasses,50,Yes,Organic_Matter,Slow,Moderate,Yes,Marginal,Yes,Yes,75
449,Amazon_Mainstem_East,Site_0449,-4.8494,-59.1658,Apr,1988,Flooded_Forest,129530,526,30,Flooded_Shrubs,79,No,Mixed,Slow,High,No,Yes,No,No,70
450,Amazon_Mainstem_East,Site_0450,-0.6742,-67.4242,Aug,1996,River_Channel,5116,1248,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,50
451,Amazon_Mainstem,Site_0451,-4.8221,-70.7292,Sep,1984,Open_Water,26864,511,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,40
452,Amazon_Mainstem_West,Site_0452,-1.3521,-57.2056,Feb,1988,Flooded_Forest,104371,336,27,Flooded_Trees,75,Yes,Clay,Stagnant,Very_High,No,Yes,No,No,80
453,Amazon_Mainstem_West,Site_0453,-1.8045,-61.6678,Sep,1995,Open_Water,35426,380,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,55
454,Amazon_Mainstem_East,Site_0454,-2.8183,-62.7209,Aug,1989,Open_Water,29710,324,30,None,0,No,Clay,Slow,Moderate,Yes,No,No,No,55
455,Amazon_Mainstem_East,Site_0455,-4.511,-60.9058,Nov,1980,Macrophyte,50173,248,12,Aquatic_Grasses,43,Yes,Sand,Slow,Moderate,No,No,Yes,No,80
456,Amazon_Mainstem_East,Site_0456,-1.1547,-65.2052,Aug,1992,Flooded_Forest,79637,495,7,Flooded_Trees,93,No,Sand,Slow,Very_High,No,Yes,No,No,85
457,Amazon_Central,Site_0457,-2.0616,-64.9907,Jan,1981,Open_Water,46663,324,30,None,0,No,Organic_Matter,Slow,Low,Yes,No,No,No,65
458,Amazon_Mainstem_West,Site_0458,-6.2211,-65.8223,Feb,1982,River_Channel,5937,740,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,40
459,Amazon_Mainstem_West,Site_0459,-3.3578,-68.5577,Dec,1992,River_Channel,4771,700,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,25
