record_id,plant_type,soil_ph,soil_nitrogen_ppm,soil_phosphorus_ppm,soil_potassium_ppm,soil_moisture_percent,soil_organic_carbon_percent,soil_temperature_celsius,air_temperature_celsius,topsoil_depth_cm,slope_degrees,elevation_meters,erosion_level,sunlight_hours,rainfall_mm,drainage_quality,soil_texture,compaction_level,previous_crop,days_since_last_crop,fertilizer_applied,will_thrive,growth_rate_percent,yield_quality
343,Soybean,4.01,43,83,35,39,8.9,38.4,27.7,68,21,1136,Severe,3.6,75,Excellent,Sandy,None,Vegetable,6,No,Yes,74,Good
344,Potato,7.03,34,92,86,64,10.61,3.0,-9.6,133,22,525,High,6.1,238,Poor,Clay,High,Soybean,337,Yes,No,17,Very_Poor
345,Corn,4.21,82,96,117,34,13.0,2.0,27.1,100,27,1370,Low,4.4,293,Good,Loamy,Moderate,Corn,17,Yes,Yes,87,Excellent
346,Oak_Tree,5.54,34,15,53,38,1.28,0.9,-4.3,55,4,2425,High,13.5,223,Excellent,Loamy,None,Fallow,343,Yes,Yes,83,Excellent
347,Tomato,6.02,52,2,48,20,4.01,14.5,7.7,139,8,618,Low,4.8,248,Very_Poor,Clay,High,Wheat,186,No,No,26,Poor
348,Pumpkin,7.11,146,36,98,60,6.06,27.2,14.7,66,16,2117,Low,9.2,7,Poor,Silty,Low,Corn,97,No,Yes,78,Good
349,Corn,8.46,77,69,41,37,8.08,2.3,5.0,136,20,1000,Moderate,2.9,75,Very_Poor,Loamy,Moderate,None,109,No,No,37,Poor
350,Wheat,8.14,28,80,26,5,14.44,26.6,2.4,105,41,1072,Low,14.9,66,Poor,Sandy_Loam,High,Wheat,280,No,No,0,Very_Poor
351,Apple_Tree,6.37,122,75,29,15,2.97,7.5,22.6,32,13,650,Moderate,4.0,293,Moderate,Sandy_Loam,High,Vegetable,105,Yes,Yes,69,Good
352,Tomato,8.34,42,66,118,90,5.94,-0.5,35.9,102,28,2703,Moderate,13.9,281,Moderate,Clay,Low,None,342,Yes,No,42,Fair
353,Carrot,5.88,97,22,70,49,3.87,35.5,43.5,136,31,451,Severe,17.4,125,Excellent,Sandy_Loam,None,Corn,128,No,Yes,65,Good
354,Wheat,5.49,44,33,73,29,1.98,44.7,-4.4,99,28,2113,Severe,14.0,252,Poor,Clay,None,Vegetable,350,No,No,21,Poor
355,Potato,8.86,54,32,83,64,8.42,10.0,39.8,82,12,2208,Severe,8.0,138,Good,Loamy,None,Corn,312,No,No,48,Fair
356,Rice,8.43,25,60,6,11,8.38,1.2,41.3,93,0,2569,Severe,7.3,186,Poor,Sandy_Loam,Moderate,Corn,274,No,No,0,Very_Poor
357,Wheat,8.21,84,66,101,78,14.23,37.9,-3.2,69,17,2923,None,7.3,233,Excellent,Silty,Low,Fallow,239,No,Yes,69,Good
358,Potato,4.34,2,36,107,40,13.24,16.1,-0.9,75,19,566,Severe,14.7,107,Moderate,Silty,Moderate,Fallow,64,No,No,10,Very_Poor
359,Apple_Tree,7.58,110,10,8,58,11.99,10.4,10.6,15,43,1668,None,14.3,96,Excellent,Loamy,None,Vegetable,305,Yes,Yes,76,Good
360,Carrot,4.75,140,41,67,43,0.92,30.9,18.4,114,3,2196,None,3.6,149,Poor,Sandy_Loam,Low,Wheat,288,Yes,Yes,93,Excellent
361,Oak_Tree,7.05,8,2,64,7,3.42,-2.8,7.8,112,44,460,Severe,6.5,36,Good,Loamy,Moderate,Corn,17,No,No,58,Fair
362,Soybean,5.98,2,28,67,96,0.06,4.4,14.3,23,44,1845,Low,4.4,89,Good,Clay_Loam,None,Soybean,275,Yes,No,40,Fair
363,Carrot,7.52,103,7,34,80,0.86,37.0,26.6,73,36,282,High,9.4,42,Excellent,Silty,Low,Vegetable,262,Yes,No,51,Fair
364,Potato,7.54,111,58,80,74,10.91,5.5,28.1,93,28,1818,Low,17.5,160,Very_Poor,Loamy,High,Fallow,322,No,No,49,Fair
365,Pine_Tree,4.22,57,59,82,57,2.8,41.5,6.9,146,18,511,Severe,4.5,74,Poor,Clay,Low,Wheat,139,Yes,Yes,98,Excellent
366,Lettuce,5.3,0,90,50,43,11.09,6.2,32.9,39,24,1285,None,3.8,140,Excellent,Clay,High,None,325,No,No,22,Poor
367,Sunflower,6.75,34,1,12,9,1.14,-0.8,12.8,22,24,1549,Low,12.1,13,Good,Silty,Low,Soybean,5,Yes,No,46,Fair
368,Pine_Tree,4.36,27,9,11,99,13.3,4.0,23.7,121,39,1952,None,9.4,222,Poor,Sandy_Loam,High,Corn,348,No,Yes,73,Good
369,Lettuce,7.97,141,91,58,99,5.39,4.1,14.8,36,11,1099,Severe,13.2,31,Very_Poor,Clay,Low,Fallow,122,Yes,Yes,72,Good
370,Sunflower,7.98,58,48,18,73,8.33,17.7,-1.3,80,10,1417,Moderate,17.0,184,Moderate,Sandy,Low,Soybean,328,Yes,Yes,62,Good
371,Tomato,4.45,66,57,26,76,9.14,8.7,33.5,116,45,2859,Low,16.0,46,Good,Loamy,Moderate,None,4,Yes,Yes,64,Good
372,Potato,7.76,40,92,85,51,0.09,-2.2,-0.5,38,22,169,High,12.5,85,Good,Clay,Moderate,Vegetable,4,No,No,42,Fair
373,Carrot,4.29,7,67,51,35,5.59,14.8,24.7,39,6,2577,Moderate,15.0,257,Excellent,Sandy,High,Fallow,52,No,No,24,Poor
374,Cotton,6.21,133,21,22,6,10.8,11.1,42.4,104,34,357,Severe,16.1,285,Moderate,Clay,Low,None,359,Yes,No,39,Poor
375,Tomato,8.31,30,86,110,60,7.81,30.0,17.4,116,4,947,None,9.6,114,Good,Silty,Moderate,Wheat,36,Yes,No,51,Fair
376,Carrot,5.07,23,6,105,53,2.68,11.9,19.8,20,33,1520,Moderate,13.1,166,Moderate,Sandy,None,Corn,216,No,No,53,Fair
377,Pine_Tree,7.89,65,57,84,63,5.7,5.1,3.8,125,40,2763,Severe,10.5,284,Very_Poor,Silty,Low,Corn,233,No,No,47,Fair
378,Sunflower,6.09,5,43,101,44,1.17,23.6,22.2,97,42,781,Low,6.3,130,Good,Loamy,None,Fallow,259,Yes,Yes,84,Excellent
379,Soybean,6.79,5,81,68,62,7.96,43.3,24.0,142,12,2436,Low,7.8,272,Very_Poor,Sandy_Loam,Moderate,None,220,No,Yes,68,Good
380,Soybean,6.35,124,20,25,46,2.62,28.7,23.3,83,1,2794,Severe,13.6,12,Moderate,Clay,High,Wheat,203,Yes,Yes,93,Excellent
381,Wheat,8.85,117,86,64,98,1.34,-0.4,32.6,66,21,2457,Severe,12.0,284,Moderate,Sandy_Loam,Low,Soybean,340,No,No,42,Fair
382,Carrot,6.22,136,45,2,39,11.92,24.1,40.1,61,26,1538,Low,9.0,197,Good,Sandy_Loam,Moderate,Corn,195,Yes,Yes,71,Good
383,Wheat,7.8,49,58,68,98,7.99,9.6,15.5,53,19,325,Moderate,17.7,271,Excellent,Sandy,High,Soybean,22,No,Yes,77,Good
384,Sunflower,7.48,29,12,9,66,9.55,21.9,14.0,35,38,2417,Severe,11.2,174,Excellent,Silty,None,Wheat,35,Yes,Yes,61,Good
385,Oak_Tree,5.83,100,19,33,55,7.95,44.8,43.2,112,33,1615,Low,15.6,125,Poor,Sandy,High,Wheat,286,No,No,51,Fair
386,Lettuce,8.35,50,24,12,43,10.33,3.1,32.5,81,44,1049,Low,6.2,199,Very_Poor,Clay_Loam,High,Vegetable,345,No,No,6,Very_Poor
387,Sunflower,6.07,115,7,117,39,12.01,28.7,23.7,149,34,2628,None,16.4,134,Good,Clay_Loam,High,Corn,365,No,Yes,85,Excellent
388,Corn,7.5,17,24,26,93,12.9,19.3,28.1,79,15,53,Severe,17.9,226,Very_Poor,Clay_Loam,High,None,142,Yes,No,37,Poor
389,Carrot,4.84,8,15,86,96,14.96,21.9,20.3,31,19,2432,None,8.9,203,Moderate,Sandy,Low,Vegetable,315,Yes,No,59,Fair
390,Soybean,4.18,32,49,68,45,14.2,31.4,29.2,88,31,1839,Severe,2.6,134,Excellent,Clay_Loam,Low,Wheat,266,No,No,47,Fair
391,Rice,6.15,65,46,113,79,9.15,3.1,31.1,26,17,2769,None,5.6,0,Moderate,Sandy,Low,Corn,300,Yes,Yes,100,Excellent
392,Strawberry,8.31,120,19,49,98,3.34,23.1,23.1,99,26,70,Low,7.5,20,Moderate,Loamy,High,None,62,No,Yes,78,Good
393,Soybean,5.51,108,5,16,39,9.17,13.1,30.0,73,3,1422,High,14.1,143,Very_Poor,Clay,High,Fallow,314,Yes,Yes,74,Good
394,Soybean,6.17,11,93,93,47,8.84,39.6,40.7,149,40,1720,None,8.9,188,Excellent,Sandy,None,None,232,Yes,Yes,70,Good
395,Lettuce,6.9,18,76,91,96,12.79,40.0,19.2,80,13,1197,None,8.2,12,Moderate,Sandy,High,Soybean,71,Yes,Yes,65,Good
396,Strawberry,7.95,11,49,82,9,3.54,27.3,36.4,136,22,1136,Low,5.8,255,Excellent,Sandy,Moderate,Soybean,344,Yes,No,29,Poor
397,Tomato,4.2,14,36,1,58,9.87,23.0,32.9,120,40,573,High,10.6,73,Good,Sandy_Loam,Low,Vegetable,59,No,No,47,Fair
398,Tomato,7.29,118,48,35,20,0.33,39.9,-9.7,62,41,1469,Severe,5.7,201,Moderate,Sandy_Loam,Moderate,Wheat,266,No,No,40,Fair
399,Lettuce,5.72,92,63,102,14,8.56,31.0,14.8,72,27,1958,High,7.9,34,Very_Poor,Sandy_Loam,Low,Wheat,171,Yes,Yes,63,Good
400,Wheat,6.94,6,0,68,16,7.54,8.8,38.9,34,15,228,High,15.3,185,Excellent,Clay_Loam,Low,Soybean,71,No,No,29,Poor
401,Cotton,8.33,139,6,34,3,3.84,2.5,-5.4,122,19,2177,Severe,13.0,187,Very_Poor,Loamy,Low,Corn,204,No,No,26,Poor
402,Carrot,7.03,115,47,79,4,9.49,-1.2,38.0,36,21,1250,None,13.2,123,Very_Poor,Loamy,High,Corn,297,No,No,40,Fair
403,Carrot,5.83,88,56,60,59,13.58,33.6,30.3,17,0,974,Moderate,11.7,30,Moderate,Silty,Moderate,Soybean,194,Yes,Yes,72,Good
404,Cotton,8.3,138,75,67,18,6.62,23.6,22.9,62,39,1638,Low,3.2,20,Moderate,Clay_Loam,High,None,10,No,No,52,Fair
405,Rice,5.27,145,71,100,19,12.77,45.0,39.5,109,12,2343,None,16.2,77,Excellent,Sandy_Loam,None,Soybean,125,Yes,Yes,71,Good
406,Strawberry,5.51,74,86,113,58,10.19,-1.0,16.3,129,31,1377,High,15.7,107,Very_Poor,Silty,None,Corn,68,Yes,Yes,80,Excellent
407,Lettuce,6.78,49,66,97,75,12.4,35.0,19.4,71,13,2592,Severe,8.7,243,Excellent,Sandy,High,None,162,Yes,Yes,86,Excellent
408,Sunflower,4.33,135,25,76,57,4.36,22.3,25.9,82,44,1891,None,3.7,271,Very_Poor,Silty,Moderate,None,247,Yes,No,56,Fair
409,Soybean,7.13,33,53,64,38,12.44,34.6,-3.2,145,37,1136,None,4.3,172,Excellent,Loamy,Low,None,199,Yes,Yes,60,Good
410,Lettuce,4.35,83,79,36,58,8.52,-3.6,43.5,50,34,1570,Moderate,2.1,69,Poor,Clay_Loam,Moderate,Corn,91,Yes,No,33,Poor
411,Carrot,6.83,148,8,42,22,12.25,32.0,13.6,68,30,2709,High,13.0,171,Excellent,Sandy_Loam,Moderate,Soybean,78,Yes,Yes,77,Good
412,Wheat,6.29,45,62,53,26,1.62,1.0,20.1,149,31,385,Low,4.8,12,Very_Poor,Clay_Loam,Moderate,Vegetable,358,Yes,Yes,61,Good
413,Pumpkin,7.98,76,64,56,28,1.05,40.5,-3.2,52,40,701,None,7.1,159,Excellent,Silty,Moderate,Soybean,53,Yes,No,35,Poor
414,Potato,4.27,109,9,101,50,9.49,41.7,-4.9,40,41,268,Low,3.7,6,Moderate,Sandy_Loam,None,Soybean,138,No,No,56,Fair
415,Strawberry,7.9,130,98,105,44,7.28,5.3,-6.6,41,19,1216,Moderate,14.1,217,Poor,Silty,High,Wheat,321,No,No,26,Poor
416,Pine_Tree,4.03,144,26,43,32,14.04,44.7,-2.3,32,37,1651,None,15.2,226,Very_Poor,Clay,High,Soybean,180,Yes,No,57,Fair
417,Oak_Tree,5.52,103,14,3,25,0.41,44.6,28.1,145,11,581,Severe,14.4,123,Good,Silty,Low,Soybean,248,No,Yes,80,Excellent
418,Pumpkin,4.94,114,89,24,18,10.99,21.9,-2.5,114,37,1933,None,3.2,209,Very_Poor,Sandy_Loam,None,Soybean,293,Yes,No,31,Poor
419,Pumpkin,6.84,63,83,47,86,2.95,24.0,31.5,29,44,2168,Moderate,14.4,149,Very_Poor,Sandy,None,Soybean,268,No,Yes,60,Good
420,Lettuce,8.13,148,6,20,19,6.82,34.8,-0.5,15,32,2060,Low,8.5,98,Poor,Sandy,Moderate,Vegetable,179,No,No,17,Very_Poor
421,Pine_Tree,8.71,149,75,64,20,3.42,1.4,-1.6,86,17,2751,Severe,10.8,191,Excellent,Silty,None,Wheat,131,Yes,No,56,Fair
422,Potato,6.7,92,26,9,30,13.45,40.3,37.0,34,7,2403,Low,11.6,277,Excellent,Loamy,None,Wheat,152,No,No,53,Fair
423,Apple_Tree,8.17,70,14,0,59,8.74,22.3,30.1,102,20,994,None,5.0,196,Poor,Sandy,High,Corn,239,Yes,No,57,Fair
424,Sunflower,7.68,34,69,101,46,6.97,28.2,14.5,93,22,720,None,11.0,35,Excellent,Sandy,Moderate,Fallow,23,Yes,Yes,60,Good
425,Corn,8.74,133,58,64,74,5.99,26.4,-2.1,120,36,2778,High,4.0,96,Moderate,Loamy,Low,Fallow,128,No,No,48,Fair
426,Sunflower,4.78,55,57,53,39,13.45,30.4,11.1,47,42,493,Severe,2.2,288,Excellent,Sandy_Loam,Moderate,Corn,155,Yes,No,53,Fair
427,Pumpkin,4.01,150,96,96,78,11.87,-0.6,35.7,19,29,1503,Moderate,13.2,82,Very_Poor,Clay,Low,Vegetable,331,Yes,No,41,Fair
428,Potato,4.62,52,70,26,86,0.81,5.4,42.2,101,33,9,Low,3.8,240,Poor,Clay_Loam,None,None,299,No,No,49,Fair
429,Lettuce,4.26,87,11,84,52,3.64,19.5,23.5,141,12,352,Severe,13.5,168,Very_Poor,Loamy,High,Fallow,273,No,No,48,Fair
430,Carrot,4.61,45,21,103,28,10.1,1.3,43.6,141,36,701,None,5.3,186,Good,Sandy,Low,None,310,Yes,No,49,Fair
431,Pine_Tree,7.9,130,8,41,32,1.93,17.8,21.0,143,15,1041,Low,10.0,39,Moderate,Clay,Moderate,Fallow,15,Yes,Yes,73,Good
432,Pumpkin,6.32,69,85,93,41,0.12,37.5,23.6,105,39,2820,High,11.6,90,Very_Poor,Clay_Loam,Low,Fallow,263,Yes,Yes,70,Good
433,Potato,4.89,76,8,6,97,9.43,24.5,11.7,40,33,189,Moderate,14.4,180,Moderate,Loamy,Moderate,None,43,No,Yes,74,Good
434,Pine_Tree,5.59,17,37,7,48,3.23,31.4,16.1,36,12,2830,High,12.5,66,Poor,Silty,None,Vegetable,175,No,Yes,85,Excellent
435,Potato,7.12,10,23,10,49,3.93,3.5,-10.0,25,1,2126,Low,10.4,195,Excellent,Silty,High,Corn,360,Yes,No,19,Very_Poor
436,Lettuce,6.99,92,54,71,9,3.68,-3.5,7.4,89,5,1831,High,16.5,63,Very_Poor,Sandy_Loam,None,Wheat,344,Yes,Yes,84,Excellent
437,Pine_Tree,5.09,131,75,31,64,1.11,-3.6,30.2,93,33,2471,Severe,3.4,150,Excellent,Sandy,High,Fallow,111,No,No,42,Fair
438,Pine_Tree,4.61,67,18,77,26,6.93,23.1,36.2,33,3,543,High,2.0,174,Excellent,Loamy,Low,Fallow,291,Yes,Yes,76,Good
439,Lettuce,6.82,63,53,117,2,7.79,6.9,36.8,88,40,2033,Severe,7.3,80,Moderate,Silty,High,None,141,No,No,27,Poor
440,Corn,7.09,104,68,48,50,2.13,14.5,-8.0,64,42,1399,Moderate,17.8,212,Poor,Clay,None,Corn,69,Yes,Yes,69,Good
441,Corn,5.64,87,99,100,15,11.83,21.8,39.5,71,26,226,Severe,15.7,195,Good,Sandy_Loam,None,Fallow,301,No,No,59,Fair
442,Corn,5.82,73,98,36,58,7.51,17.6,6.0,23,37,2658,None,8.5,262,Moderate,Sandy,Moderate,Vegetable,48,Yes,Yes,69,Good
443,Lettuce,7.8,27,88,31,65,2.45,37.6,9.7,92,33,1104,Moderate,5.1,81,Moderate,Clay_Loam,Low,Vegetable,238,Yes,No,51,Fair
444,Tomato,7.74,136,64,33,15,14.91,4.7,13.7,31,42,1439,None,16.4,39,Moderate,Sandy_Loam,High,Fallow,136,No,No,32,Poor
445,Tomato,5.46,27,48,118,3,12.59,32.8,1.2,72,43,204,Moderate,10.8,270,Very_Poor,Sandy,None,None,5,Yes,No,0,Very_Poor
446,Pumpkin,8.74,28,11,44,83,1.3,30.9,-2.7,52,43,2174,Severe,13.7,276,Good,Clay,High,Vegetable,50,Yes,No,20,Poor
447,Oak_Tree,8.24,115,55,95,71,11.97,41.7,7.0,110,38,1529,Moderate,2.5,268,Excellent,Sandy_Loam,High,None,129,No,Yes,65,Good
448,Oak_Tree,6.68,145,89,26,14,8.32,29.6,11.4,147,44,2900,High,2.6,124,Excellent,Loamy,Low,None,47,Yes,Yes,80,Excellent
449,Pine_Tree,6.78,2,79,56,82,3.25,35.3,13.1,31,27,822,Moderate,11.0,219,Excellent,Silty,Low,None,7,No,Yes,66,Good
450,Pumpkin,5.83,95,87,102,5,6.19,19.3,27.9,23,3,846,Moderate,15.2,193,Poor,Sandy_Loam,Moderate,Corn,5,Yes,Yes,60,Good
451,Corn,7.53,17,53,118,80,4.88,39.1,-9.6,146,41,1376,Severe,18.0,163,Excellent,Clay,Moderate,None,182,Yes,No,26,Poor
452,Rice,8.95,100,35,99,20,8.87,5.3,28.9,14,19,410,None,5.8,108,Poor,Loamy,Moderate,Vegetable,54,Yes,No,51,Fair
453,Wheat,8.66,13,80,5,48,4.67,26.9,18.4,78,40,1498,None,6.8,78,Very_Poor,Sandy_Loam,Low,None,199,Yes,No,44,Fair
454,Potato,5.42,34,13,35,94,12.09,-0.0,5.8,13,12,2067,High,16.6,114,Poor,Clay_Loam,None,Soybean,248,Yes,No,44,Fair
455,Strawberry,6.13,10,90,11,94,7.1,15.7,-9.8,102,14,2817,Moderate,8.7,168,Good,Sandy,Low,Vegetable,265,Yes,Yes,74,Good
456,Soybean,8.8,25,29,94,13,13.17,31.4,0.7,49,45,2433,High,8.5,136,Good,Loamy,High,None,19,No,No,0,Very_Poor
457,Rice,5.11,5,98,99,45,11.89,31.7,9.6,122,28,1420,None,9.3,131,Good,Clay_Loam,Moderate,Corn,85,Yes,No,42,Fair
458,Strawberry,4.06,140,73,81,90,2.55,10.8,4.1,44,18,2318,None,16.9,233,Excellent,Clay_Loam,Moderate,Wheat,31,Yes,Yes,62,Good
459,Oak_Tree,8.77,74,95,12,86,0.11,43.9,28.3,109,15,1099,High,13.8,232,Moderate,Sandy_Loam,High,Fallow,233,No,Yes,68,Good
460,Potato,4.68,64,56,109,91,10.38,17.0,4.3,17,17,253,High,9.2,111,Excellent,Sandy,Moderate,Wheat,29,Yes,Yes,60,Good
461,Strawberry,5.4,71,55,107,14,5.38,30.6,-8.4,119,20,565,High,6.8,249,Good,Sandy,High,Vegetable,53,Yes,No,32,Poor
462,Sunflower,8.01,99,45,12,90,13.18,-1.8,6.5,148,12,1282,High,17.9,98,Poor,Clay,None,Fallow,25,Yes,No,52,Fair
463,Pumpkin,4.18,127,34,8,47,9.97,7.9,-6.9,119,26,2672,Severe,3.8,241,Moderate,Clay,Moderate,Vegetable,220,No,No,42,Fair
464,Pine_Tree,5.19,111,93,50,0,11.55,22.7,18.6,50,7,1010,High,6.4,107,Moderate,Loamy,Moderate,None,37,No,Yes,67,Good
465,Wheat,6.57,35,85,77,85,8.82,22.3,-6.3,94,31,218,Moderate,11.7,53,Good,Clay_Loam,None,Vegetable,268,No,Yes,65,Good
466,Corn,8.11,98,34,78,76,8.0,19.9,32.0,98,44,1467,Moderate,17.7,49,Poor,Silty,Moderate,Soybean,245,Yes,Yes,67,Good
467,Rice,6.8,110,14,54,32,3.66,-2.3,40.6,59,34,596,None,6.4,243,Very_Poor,Sandy_Loam,High,Fallow,255,No,No,30,Poor
468,Carrot,4.93,50,55,21,47,12.36,36.2,24.0,17,24,2004,Severe,12.5,45,Excellent,Clay,Moderate,Soybean,107,No,No,54,Fair
469,Carrot,4.25,75,63,16,22,0.41,5.1,8.7,105,4,1449,High,13.9,121,Excellent,Sandy,High,Wheat,52,Yes,No,42,Fair
470,Apple_Tree,8.99,111,77,8,49,12.99,6.1,32.1,99,41,2165,None,8.0,188,Moderate,Clay,Low,Wheat,258,Yes,Yes,60,Good
471,Cotton,4.22,109,48,82,94,14.89,27.7,21.3,70,38,2546,Moderate,10.4,275,Excellent,Sandy_Loam,Low,Vegetable,243,No,Yes,70,Good
472,Pumpkin,4.82,118,4,103,8,2.4,20.1,-2.8,41,39,1661,High,11.7,108,Poor,Sandy,Low,Vegetable,4,Yes,No,10,Very_Poor
473,Cotton,4.03,98,93,77,79,8.66,30.0,17.0,53,30,1384,None,3.2,43,Poor,Sandy_Loam,Low,Corn,246,Yes,Yes,76,Good
474,Strawberry,8.76,108,34,82,93,4.57,0.5,4.7,142,29,2940,Low,12.8,206,Moderate,Clay_Loam,Low,None,129,No,No,59,Fair
475,Pumpkin,6.75,52,74,2,26,14.62,3.4,19.2,98,36,2959,Moderate,11.1,119,Poor,Silty,None,Fallow,185,No,Yes,61,Good
476,Apple_Tree,5.9,68,97,110,61,0.42,6.0,26.9,16,5,887,High,13.4,25,Poor,Clay,Low,Fallow,163,No,Yes,77,Good
477,Potato,5.14,26,22,103,79,2.06,14.0,28.6,50,23,1097,Low,13.3,292,Excellent,Sandy,None,Wheat,62,Yes,Yes,86,Excellent
478,Corn,4.65,104,41,106,38,14.06,0.6,15.2,85,4,968,High,9.5,250,Very_Poor,Sandy_Loam,None,Vegetable,102,Yes,No,59,Fair
479,Potato,8.52,48,77,1,14,0.4,27.5,15.6,92,12,429,Low,9.2,1,Very_Poor,Sandy,None,Corn,232,Yes,No,54,Fair
480,Potato,6.64,85,79,77,78,3.76,33.6,8.4,100,38,1219,Severe,15.5,266,Excellent,Clay_Loam,High,None,163,No,No,50,Fair
481,Carrot,6.51,136,42,74,50,11.22,13.5,5.1,114,20,2726,None,2.4,218,Moderate,Silty,None,Corn,57,Yes,Yes,100,Excellent
482,Carrot,4.17,51,48,28,86,11.79,38.6,19.3,112,20,425,Severe,9.5,238,Excellent,Sandy_Loam,Low,None,152,Yes,Yes,91,Excellent
483,Lettuce,5.63,54,98,12,58,14.99,12.4,7.8,17,36,398,None,2.5,230,Good,Loamy,High,Vegetable,122,Yes,Yes,85,Excellent
484,Apple_Tree,4.04,40,87,92,1,10.48,42.3,7.7,72,9,2228,Low,16.7,288,Poor,Loamy,Moderate,Soybean,154,Yes,No,35,Poor
485,Rice,6.79,55,49,85,93,8.62,-2.0,-9.3,139,18,2178,Low,16.8,250,Very_Poor,Clay_Loam,None,Fallow,2,No,No,42,Fair
486,Corn,8.79,18,94,44,87,6.61,9.7,-2.8,97,37,610,Moderate,10.0,251,Good,Sandy,High,Corn,9,No,No,9,Very_Poor
487,Lettuce,7.71,16,16,113,65,0.69,37.5,21.4,112,15,2458,Low,16.6,139,Moderate,Silty,None,Corn,228,No,No,51,Fair
488,Sunflower,5.91,18,23,60,81,2.96,33.5,8.4,90,22,469,Low,5.7,141,Poor,Silty,Moderate,Vegetable,87,No,No,52,Fair
489,Apple_Tree,4.47,44,82,72,70,11.39,-0.0,28.9,50,32,997,Low,2.9,181,Moderate,Clay,None,None,348,Yes,No,53,Fair
490,Rice,4.43,68,48,59,55,5.12,-3.6,29.3,42,27,1556,Moderate,15.6,81,Excellent,Loamy,Moderate,Corn,130,No,Yes,75,Good
491,Lettuce,8.49,147,44,82,72,13.89,15.4,11.5,96,25,929,Severe,8.9,29,Excellent,Sandy,Moderate,Vegetable,106,Yes,Yes,82,Excellent
492,Pumpkin,7.89,99,15,104,11,4.07,4.2,-3.2,78,37,2661,Low,15.2,235,Poor,Clay,High,Vegetable,62,No,No,1,Very_Poor
493,Potato,8.03,0,2,10,31,9.65,-3.2,27.2,116,39,188,Severe,15.7,287,Moderate,Clay,Low,Wheat,151,No,No,1,Very_Poor
494,Sunflower,4.51,26,9,56,60,5.21,41.8,42.8,128,37,471,None,4.0,184,Poor,Sandy,High,Soybean,301,Yes,No,16,Very_Poor
495,Carrot,7.2,59,74,26,89,11.17,39.9,14.0,71,38,2121,Moderate,14.6,273,Excellent,Clay_Loam,Low,Soybean,137,No,Yes,83,Excellent
496,Wheat,6.77,85,88,10,38,7.99,24.4,7.2,77,45,581,None,14.4,11,Moderate,Sandy,Moderate,Soybean,103,No,Yes,86,Excellent
497,Sunflower,8.62,110,11,30,28,9.39,35.9,5.1,85,39,661,Moderate,12.7,249,Good,Sandy_Loam,Moderate,Fallow,169,No,No,33,Poor
498,Tomato,7.62,117,61,15,85,14.53,31.9,-5.0,94,45,1409,High,5.8,52,Good,Clay,High,None,32,No,No,19,Very_Poor
499,Oak_Tree,4.96,27,36,10,2,0.86,8.2,1.8,114,30,2625,None,10.6,197,Poor,Sandy_Loam,High,Soybean,261,Yes,No,52,Fair
500,Sunflower,8.09,118,3,108,61,6.96,-4.7,42.8,138,9,489,Moderate,14.5,79,Poor,Sandy,Low,None,187,Yes,No,58,Fair
501,Strawberry,5.28,93,4,23,93,11.74,11.0,-7.3,28,21,1164,Moderate,11.2,97,Excellent,Clay_Loam,None,Soybean,88,Yes,Yes,68,Good
502,Soybean,4.46,71,12,63,53,12.48,38.2,34.1,65,25,551,Severe,10.4,224,Poor,Sandy_Loam,High,Corn,31,No,No,43,Fair
503,Rice,8.6,25,33,118,65,7.94,18.8,11.0,107,12,809,Low,7.9,279,Good,Clay,Low,None,248,Yes,No,32,Poor
504,Pumpkin,7.32,51,6,45,95,9.23,17.9,11.6,104,10,1566,None,6.8,61,Excellent,Clay,None,Corn,229,Yes,Yes,71,Good
505,Apple_Tree,7.15,34,47,2,4,14.57,17.7,15.5,125,29,305,Severe,17.2,224,Good,Loamy,None,None,124,Yes,Yes,67,Good
506,Pumpkin,4.99,93,34,101,8,13.81,11.4,15.6,25,19,1842,Moderate,15.6,137,Good,Silty,Low,Fallow,144,No,No,36,Poor
507,Carrot,5.53,120,37,106,64,11.63,8.7,-2.3,14,28,1009,Low,15.1,273,Good,Sandy_Loam,Low,Corn,354,No,Yes,89,Excellent
508,Sunflower,8.43,86,53,94,98,3.6,23.6,17.7,13,41,2145,Low,11.7,53,Good,Clay,Low,Wheat,59,No,No,51,Fair
509,Strawberry,6.85,108,10,44,19,13.34,9.1,39.6,66,29,271,Moderate,4.5,99,Very_Poor,Sandy_Loam,Low,Wheat,214,No,No,36,Poor
510,Sunflower,6.4,32,86,3,0,12.18,30.5,-7.2,47,0,1878,Moderate,9.4,3,Poor,Sandy_Loam,Low,Soybean,205,No,No,40,Fair
511,Wheat,6.28,134,49,6,45,2.79,18.8,-8.9,51,30,2499,Severe,3.1,217,Good,Sandy_Loam,Moderate,Corn,74,Yes,Yes,84,Excellent
512,Rice,6.53,56,0,63,100,1.49,-2.8,22.4,112,39,760,Severe,16.3,263,Excellent,Sandy,High,Wheat,250,No,No,59,Fair
513,Soybean,7.64,89,19,111,89,7.37,30.4,-4.0,74,31,1651,None,16.7,161,Very_Poor,Clay,High,Vegetable,165,Yes,No,27,Poor
514,Pine_Tree,4.51,73,92,83,83,1.11,32.8,2.6,65,35,2151,None,5.0,223,Good,Clay_Loam,High,Vegetable,270,No,Yes,93,Excellent
