record_id,region_name,location_name,country,latitude,longitude,elevation_m,month,year,inundated_area_km2,total_floodplain_area_km2,inundation_fraction,flood_duration_days,water_depth_cm,river_stage_m,rainfall_mm,flood_frequency_class,wetland_habitat_type,vegetation_type,seasonal_flooding,permanent_water_present,suitable_for_rice,suitable_for_wetland_crops,suitable_for_trees,flood_adapted_plants_recommended
256,Llanos_de_Mojos,Location_0256,Bolivia,-15.238,-62.3936,54,May,1982,50637,60000,0.844,19,223,8.04,152,Permanent,Floodplain_Forest,Grassland,No,Yes,No,No,No,Aquatic_Plants_Only
257,Bananal,Location_0257,Brazil,-13.6572,-51.1305,89,Jan,1980,4508,20000,0.225,20,14,9.91,204,Occasional,Open_Water,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
258,Amazon_Mainstem,Location_0258,Brazil,-2.6702,-64.9779,91,Oct,1983,4430,50000,0.089,1,43,9.76,98,Rare,Open_Water,Mixed,No,No,No,No,Yes,Standard_Crops_OK
259,Pantanal,Location_0259,Brazil,-19.1403,-57.0866,59,Jun,1979,34618,140000,0.247,0,58,5.71,26,Occasional,Savanna,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
260,Pantanal,Location_0260,Brazil,-16.3005,-57.5496,58,Feb,1979,73275,140000,0.523,18,86,6.98,365,Annual,Swamp,Palm_Swamp,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
261,Llanos_de_Mojos,Location_0261,Bolivia,-12.4545,-61.6987,114,Apr,1984,43761,60000,0.729,19,300,11.6,223,Permanent,Floodplain_Forest,Sedges,No,Yes,No,No,No,Aquatic_Plants_Only
262,Llanos_de_Mojos,Location_0262,Bolivia,-14.9921,-64.9145,105,Aug,1985,17890,60000,0.298,0,29,9.71,56,Occasional,Open_Water,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
263,Pantanal,Location_0263,Brazil,-19.9085,-55.018,78,Oct,1982,16970,140000,0.121,3,38,6.4,48,Occasional,Swamp,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
264,Amazon_Mainstem,Location_0264,Brazil,-1.656,-54.4949,73,May,1987,29004,50000,0.58,23,90,3.46,214,Annual,Open_Water,Forest,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
265,Llanos_Orinoco,Location_0265,Venezuela,9.0512,-66.8437,187,Sep,1982,6726,40000,0.168,9,35,11.92,47,Occasional,Floodplain_Forest,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
266,Bananal,Location_0266,Brazil,-13.4295,-51.8536,189,Apr,1980,4490,20000,0.225,26,64,7.09,168,Occasional,Marsh,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
267,Bananal,Location_0267,Brazil,-11.39,-50.6676,155,Dec,1983,5975,20000,0.299,25,75,10.29,307,Occasional,Floodplain_Forest,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
268,Pantanal,Location_0268,Brazil,-18.0729,-55.8444,227,Jan,1983,94407,140000,0.674,29,153,0.55,240,Annual,Open_Water,Sedges,Yes,No,Yes,No,No,Aquatic_Plants_Only
269,Amazon_Mainstem,Location_0269,Brazil,-3.4275,-64.3042,98,Dec,1980,28944,50000,0.579,30,113,10.0,179,Annual,Riparian,Grassland,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
270,Llanos_Orinoco,Location_0270,Venezuela,5.9365,-67.7323,66,Nov,1986,17743,40000,0.444,16,111,7.6,203,Frequent,Open_Water,Sedges,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
271,Llanos_de_Mojos,Location_0271,Bolivia,-15.4604,-65.1035,107,Jan,1980,49695,60000,0.828,15,239,9.14,250,Permanent,Open_Water,Grassland,No,Yes,No,No,No,Aquatic_Plants_Only
272,Roraima,Location_0272,Brazil,3.5703,-60.7823,222,Jan,1982,1403,5000,0.281,25,71,8.33,259,Occasional,Riparian,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
273,Llanos_Orinoco,Location_0273,Venezuela,6.837,-66.0565,222,Dec,1980,21022,40000,0.526,25,114,0.73,165,Annual,Open_Water,Palm_Swamp,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
274,Bananal,Location_0274,Brazil,-14.3916,-50.3983,177,Dec,1982,7614,20000,0.381,15,108,10.19,319,Frequent,Riparian,Sedges,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
275,Amazon_Mainstem,Location_0275,Brazil,-3.8321,-55.7914,210,May,1980,16077,50000,0.322,30,62,6.45,387,Frequent,Swamp,Aquatic,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
276,Llanos_de_Mojos,Location_0276,Bolivia,-12.2334,-65.4357,199,Jul,1980,17264,60000,0.288,5,55,0.86,94,Occasional,Floodplain_Forest,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
277,Bananal,Location_0277,Brazil,-14.2315,-50.9821,104,Jun,1986,2907,20000,0.145,4,31,10.53,91,Occasional,Floodplain_Forest,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
278,Bananal,Location_0278,Brazil,-9.9454,-50.249,236,Jan,1985,7550,20000,0.378,29,147,3.6,316,Frequent,Open_Water,Grassland,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
279,Pantanal,Location_0279,Brazil,-17.4514,-56.9144,115,Dec,1980,56186,140000,0.401,23,98,10.74,246,Frequent,Floodplain_Forest,Palm_Swamp,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
280,Llanos_de_Mojos,Location_0280,Bolivia,-13.027,-63.6532,159,May,1983,36913,60000,0.615,20,138,3.81,384,Annual,Open_Water,Mixed,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
281,Amazon_Mainstem,Location_0281,Brazil,-1.7256,-69.3227,228,Jun,1986,5483,50000,0.11,6,54,7.47,40,Occasional,Savanna,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
282,Pantanal,Location_0282,Brazil,-18.8618,-56.7356,244,Sep,1982,35911,140000,0.257,5,34,5.94,45,Occasional,Open_Water,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
283,Pantanal,Location_0283,Brazil,-20.1859,-57.8283,180,Apr,1985,64301,140000,0.459,30,66,5.1,381,Frequent,Swamp,Grassland,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
284,Llanos_Orinoco,Location_0284,Venezuela,5.0017,-69.5095,149,Feb,1981,25815,40000,0.645,24,230,1.09,329,Annual,Marsh,Sedges,Yes,No,No,No,No,Aquatic_Plants_Only
285,Llanos_de_Mojos,Location_0285,Bolivia,-13.0042,-62.419,186,Mar,1982,52013,60000,0.867,23,211,4.14,211,Permanent,Swamp,Aquatic,No,Yes,No,No,No,Aquatic_Plants_Only
286,Llanos_de_Mojos,Location_0286,Bolivia,-13.2112,-67.0922,202,May,1985,48273,60000,0.805,19,151,11.85,328,Permanent,Marsh,Palm_Swamp,No,Yes,No,No,No,Aquatic_Plants_Only
287,Pantanal,Location_0287,Brazil,-20.6008,-57.9387,62,Dec,1982,68283,140000,0.488,23,116,5.0,268,Frequent,Swamp,Mixed,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
288,Llanos_Orinoco,Location_0288,Venezuela,4.8363,-71.606,196,May,1979,17657,40000,0.441,30,95,8.82,400,Frequent,Marsh,Mixed,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
289,Pantanal,Location_0289,Brazil,-20.1504,-55.1766,217,May,1980,57848,140000,0.413,17,149,7.06,229,Frequent,Floodplain_Forest,Mixed,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
290,Llanos_de_Mojos,Location_0290,Bolivia,-13.9873,-64.0474,171,Jan,1986,51432,60000,0.857,29,142,3.62,274,Permanent,Marsh,Palm_Swamp,No,Yes,No,No,No,Aquatic_Plants_Only
291,Llanos_de_Mojos,Location_0291,Bolivia,-12.3804,-61.9986,178,Oct,1986,9021,60000,0.15,10,10,3.47,86,Occasional,Marsh,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
292,Llanos_Orinoco,Location_0292,Venezuela,6.6318,-70.0432,247,Jan,1980,23615,40000,0.59,25,126,3.17,310,Annual,Savanna,Aquatic,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
293,Llanos_de_Mojos,Location_0293,Bolivia,-12.5931,-66.7676,137,Jan,1980,43519,60000,0.725,28,181,3.36,270,Permanent,Floodplain_Forest,Aquatic,No,Yes,No,No,No,Aquatic_Plants_Only
294,Pantanal,Location_0294,Brazil,-20.6927,-56.7912,205,Aug,1986,21758,140000,0.155,5,58,6.67,67,Occasional,Swamp,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
295,Llanos_Orinoco,Location_0295,Venezuela,8.0577,-71.9142,202,Feb,1986,16266,40000,0.407,28,126,6.37,398,Frequent,Floodplain_Forest,Grassland,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
296,Amazon_Mainstem,Location_0296,Brazil,-2.4871,-67.4978,229,Dec,1984,29580,50000,0.592,17,61,7.33,214,Annual,Savanna,Forest,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
297,Llanos_de_Mojos,Location_0297,Bolivia,-13.1884,-66.6964,144,Dec,1981,52512,60000,0.875,17,239,7.83,365,Permanent,Marsh,Sedges,No,Yes,No,No,No,Aquatic_Plants_Only
298,Roraima,Location_0298,Brazil,3.9278,-60.88,213,Oct,1979,592,5000,0.118,10,3,8.11,71,Occasional,Riparian,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
299,Llanos_Orinoco,Location_0299,Venezuela,7.6077,-66.9276,202,Aug,1979,4535,40000,0.113,2,50,5.3,69,Occasional,Open_Water,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
300,Amazon_Mainstem,Location_0300,Brazil,-3.3211,-68.0732,92,May,1984,15942,50000,0.319,19,55,1.09,251,Frequent,Floodplain_Forest,Forest,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
301,Bananal,Location_0301,Brazil,-12.4388,-50.0347,129,Oct,1982,1214,20000,0.061,8,55,2.96,49,Rare,Riparian,Grassland,No,No,No,No,Yes,Standard_Crops_OK
302,Llanos_Orinoco,Location_0302,Venezuela,9.775,-66.8234,80,Jul,1980,3129,40000,0.078,1,32,10.55,26,Rare,Floodplain_Forest,Aquatic,No,No,No,No,Yes,Standard_Crops_OK
303,Pantanal,Location_0303,Brazil,-16.2503,-57.755,172,Feb,1982,88568,140000,0.633,29,146,1.67,283,Annual,Marsh,Forest,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
304,Llanos_Orinoco,Location_0304,Venezuela,9.497,-66.1041,125,Jun,1984,6635,40000,0.166,1,16,5.36,77,Occasional,Marsh,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
305,Pantanal,Location_0305,Brazil,-19.5039,-55.9796,192,Sep,1980,15537,140000,0.111,9,5,5.5,71,Occasional,Savanna,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
306,Roraima,Location_0306,Brazil,3.3152,-60.8472,58,Oct,1983,445,5000,0.089,1,25,1.31,76,Rare,Floodplain_Forest,Grassland,No,No,No,No,Yes,Standard_Crops_OK
307,Roraima,Location_0307,Brazil,4.4248,-60.4291,241,Aug,1984,539,5000,0.108,5,8,2.1,56,Occasional,Swamp,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
308,Llanos_Orinoco,Location_0308,Venezuela,5.1598,-67.8277,99,Jun,1984,4758,40000,0.119,7,58,8.57,26,Occasional,Marsh,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
309,Bananal,Location_0309,Brazil,-13.718,-50.0075,119,May,1984,6617,20000,0.331,22,105,6.17,199,Frequent,Swamp,Sedges,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
310,Amazon_Mainstem,Location_0310,Brazil,-3.105,-62.7957,196,May,1984,22303,50000,0.446,21,119,5.24,290,Frequent,Savanna,Palm_Swamp,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
311,Llanos_Orinoco,Location_0311,Venezuela,4.8272,-68.629,183,Dec,1982,19087,40000,0.477,19,111,7.02,358,Frequent,Marsh,Palm_Swamp,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
312,Bananal,Location_0312,Brazil,-10.8476,-51.2604,67,Sep,1987,1188,20000,0.059,2,77,11.85,39,Rare,Floodplain_Forest,Mixed,No,No,No,No,Yes,Standard_Crops_OK
313,Amazon_Mainstem,Location_0313,Brazil,-4.497,-64.211,56,Feb,1982,33227,50000,0.665,20,113,7.56,185,Annual,Savanna,Aquatic,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
314,Amazon_Mainstem,Location_0314,Brazil,-4.2885,-56.9668,150,Jul,1981,7850,50000,0.157,6,79,9.9,30,Occasional,Floodplain_Forest,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
315,Roraima,Location_0315,Brazil,3.7708,-60.3954,239,Jan,1984,1523,5000,0.305,16,100,5.05,219,Frequent,Marsh,Palm_Swamp,Yes,No,Yes,Yes,Marginal,Flood_Tolerant_Species
316,Llanos_Orinoco,Location_0316,Venezuela,6.6221,-71.7999,222,Nov,1986,26670,40000,0.667,27,170,9.26,152,Annual,Open_Water,Palm_Swamp,Yes,No,Yes,No,No,Aquatic_Plants_Only
317,Pantanal,Location_0317,Brazil,-19.909,-55.9796,73,Aug,1982,22731,140000,0.162,2,19,9.02,100,Occasional,Savanna,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
318,Llanos_Orinoco,Location_0318,Venezuela,4.0649,-71.6311,97,Aug,1981,2863,40000,0.072,10,3,1.93,69,Rare,Floodplain_Forest,Palm_Swamp,No,No,No,No,Yes,Standard_Crops_OK
319,Pantanal,Location_0319,Brazil,-18.7508,-56.7298,170,Apr,1985,114505,140000,0.818,17,111,0.7,265,Permanent,Marsh,Aquatic,No,Yes,No,No,No,Aquatic_Plants_Only
320,Pantanal,Location_0320,Brazil,-17.4943,-56.5723,224,Mar,1979,97995,140000,0.7,30,123,7.04,270,Annual,Marsh,Mixed,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
321,Amazon_Mainstem,Location_0321,Brazil,-4.4341,-54.8233,132,May,1981,27499,50000,0.55,16,115,5.82,275,Annual,Riparian,Aquatic,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
322,Bananal,Location_0322,Brazil,-11.4745,-50.807,78,Apr,1985,7176,20000,0.359,22,57,3.62,394,Frequent,Savanna,Sedges,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
323,Pantanal,Location_0323,Brazil,-19.7424,-55.9515,114,Aug,1987,15047,140000,0.107,4,37,4.9,68,Occasional,Riparian,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
324,Roraima,Location_0324,Brazil,4.3682,-61.0746,215,Jul,1985,580,5000,0.116,7,45,10.99,67,Occasional,Riparian,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
325,Llanos_Orinoco,Location_0325,Venezuela,7.2397,-66.2108,182,May,1979,19176,40000,0.479,30,142,7.28,265,Frequent,Marsh,Aquatic,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
326,Pantanal,Location_0326,Brazil,-18.8452,-56.6287,112,Jan,1979,86776,140000,0.62,28,173,7.16,334,Annual,Swamp,Palm_Swamp,Yes,No,Yes,No,No,Aquatic_Plants_Only
327,Llanos_de_Mojos,Location_0327,Bolivia,-12.6108,-66.9551,60,Nov,1986,25998,60000,0.433,28,115,8.07,353,Frequent,Floodplain_Forest,Forest,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
328,Llanos_de_Mojos,Location_0328,Bolivia,-13.2045,-62.6288,59,Sep,1979,14346,60000,0.239,7,60,1.82,32,Occasional,Swamp,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
329,Llanos_Orinoco,Location_0329,Venezuela,5.7093,-70.3405,227,Aug,1986,6956,40000,0.174,2,80,9.7,58,Occasional,Open_Water,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
330,Amazon_Mainstem,Location_0330,Brazil,-1.5019,-57.0361,117,Jun,1985,7352,50000,0.147,10,76,5.29,25,Occasional,Open_Water,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
331,Roraima,Location_0331,Brazil,3.3357,-59.0114,199,Aug,1984,398,5000,0.08,1,78,6.46,61,Rare,Swamp,Mixed,No,No,No,No,Yes,Standard_Crops_OK
332,Llanos_de_Mojos,Location_0332,Bolivia,-15.1925,-62.863,217,Oct,1981,9908,60000,0.165,9,50,2.3,44,Occasional,Open_Water,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
333,Roraima,Location_0333,Brazil,2.3279,-59.2452,99,Mar,1987,1187,5000,0.237,16,28,7.92,164,Occasional,Marsh,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
334,Roraima,Location_0334,Brazil,4.0184,-61.3604,95,Feb,1980,1958,5000,0.392,20,50,1.41,376,Frequent,Marsh,Palm_Swamp,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
335,Amazon_Mainstem,Location_0335,Brazil,-3.214,-57.9867,205,Feb,1987,33390,50000,0.668,19,125,11.58,246,Annual,Open_Water,Mixed,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
336,Amazon_Mainstem,Location_0336,Brazil,-2.8182,-65.0527,142,Jul,1980,6328,50000,0.127,10,43,11.98,74,Occasional,Floodplain_Forest,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
337,Llanos_de_Mojos,Location_0337,Bolivia,-13.3601,-63.2801,69,Jun,1980,9907,60000,0.165,10,35,11.34,42,Occasional,Swamp,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
338,Bananal,Location_0338,Brazil,-12.8426,-51.8739,187,Sep,1984,2409,20000,0.12,7,20,8.73,23,Occasional,Open_Water,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
339,Pantanal,Location_0339,Brazil,-17.1675,-57.4713,242,Mar,1987,119646,140000,0.855,19,170,2.85,231,Permanent,Marsh,Grassland,No,Yes,No,No,No,Aquatic_Plants_Only
340,Llanos_Orinoco,Location_0340,Venezuela,4.4417,-67.8976,64,Jun,1985,3535,40000,0.088,9,4,6.37,61,Rare,Marsh,Forest,No,No,No,No,Yes,Standard_Crops_OK
341,Pantanal,Location_0341,Brazil,-19.0229,-56.9347,88,Oct,1981,32828,140000,0.234,10,0,0.89,64,Occasional,Riparian,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
342,Roraima,Location_0342,Brazil,3.6912,-60.4488,91,Sep,1982,694,5000,0.139,4,19,1.2,89,Occasional,Riparian,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
343,Pantanal,Location_0343,Brazil,-20.8075,-55.4096,237,Feb,1986,91630,140000,0.654,25,168,9.76,156,Annual,Floodplain_Forest,Palm_Swamp,Yes,No,Yes,No,No,Aquatic_Plants_Only
344,Bananal,Location_0344,Brazil,-11.5061,-50.4916,119,Mar,1986,5434,20000,0.272,26,21,6.07,238,Occasional,Swamp,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
345,Bananal,Location_0345,Brazil,-12.6708,-51.2458,53,Mar,1984,8146,20000,0.407,23,140,11.28,344,Frequent,Floodplain_Forest,Sedges,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
346,Llanos_de_Mojos,Location_0346,Bolivia,-12.7189,-64.8493,98,Aug,1987,14323,60000,0.239,7,2,9.58,92,Occasional,Savanna,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
347,Bananal,Location_0347,Brazil,-14.7019,-50.0042,229,Dec,1979,4282,20000,0.214,19,20,4.33,239,Occasional,Marsh,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
348,Bananal,Location_0348,Brazil,-10.5796,-50.0033,51,Apr,1981,6512,20000,0.326,29,95,7.44,395,Frequent,Floodplain_Forest,Palm_Swamp,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
349,Roraima,Location_0349,Brazil,2.7825,-59.6829,240,Dec,1983,1045,5000,0.209,17,7,6.99,242,Occasional,Savanna,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
350,Llanos_de_Mojos,Location_0350,Bolivia,-14.1566,-66.322,191,May,1985,24356,60000,0.406,24,120,8.63,162,Frequent,Swamp,Mixed,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
351,Pantanal,Location_0351,Brazil,-16.9253,-55.0538,84,Apr,1986,67657,140000,0.483,29,119,9.85,357,Frequent,Savanna,Forest,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
352,Roraima,Location_0352,Brazil,3.3795,-60.6195,167,Dec,1985,2268,5000,0.454,22,118,9.49,298,Frequent,Marsh,Forest,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
353,Bananal,Location_0353,Brazil,-12.4621,-49.6795,90,Jan,1982,7912,20000,0.396,29,81,11.26,332,Frequent,Swamp,Aquatic,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
354,Amazon_Mainstem,Location_0354,Brazil,-1.5946,-53.409,117,May,1980,22421,50000,0.448,18,143,10.72,188,Frequent,Riparian,Grassland,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
355,Llanos_de_Mojos,Location_0355,Bolivia,-12.5394,-61.1975,163,Apr,1986,44925,60000,0.749,29,263,9.36,393,Permanent,Marsh,Grassland,No,Yes,No,No,No,Aquatic_Plants_Only
356,Llanos_de_Mojos,Location_0356,Bolivia,-14.9584,-65.8213,195,Feb,1980,24568,60000,0.409,15,71,9.09,395,Frequent,Open_Water,Grassland,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
357,Roraima,Location_0357,Brazil,3.6112,-61.2268,167,Jan,1987,1392,5000,0.278,25,4,8.42,357,Occasional,Floodplain_Forest,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
358,Llanos_de_Mojos,Location_0358,Bolivia,-12.409,-65.1802,228,Jul,1979,16008,60000,0.267,5,53,0.75,85,Occasional,Riparian,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
359,Llanos_de_Mojos,Location_0359,Bolivia,-13.7631,-67.868,220,Nov,1985,26218,60000,0.437,24,107,8.83,315,Frequent,Savanna,Aquatic,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
360,Llanos_Orinoco,Location_0360,Venezuela,9.18,-70.9874,187,Jun,1985,3222,40000,0.081,5,49,4.26,90,Rare,Marsh,Sedges,No,No,No,No,Yes,Standard_Crops_OK
361,Amazon_Mainstem,Location_0361,Brazil,-1.8845,-54.0337,72,Jul,1986,3007,50000,0.06,1,51,5.72,63,Rare,Open_Water,Mixed,No,No,No,No,Yes,Standard_Crops_OK
362,Llanos_Orinoco,Location_0362,Venezuela,6.9916,-70.5131,106,Sep,1984,6519,40000,0.163,10,25,6.27,60,Occasional,Riparian,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
363,Amazon_Mainstem,Location_0363,Brazil,-2.9029,-64.6397,98,May,1985,18575,50000,0.371,23,58,10.38,179,Frequent,Swamp,Sedges,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
364,Llanos_Orinoco,Location_0364,Venezuela,9.8305,-70.4918,138,Sep,1983,7129,40000,0.178,6,52,6.86,34,Occasional,Riparian,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
365,Llanos_de_Mojos,Location_0365,Bolivia,-15.8335,-65.4534,146,Sep,1984,11341,60000,0.189,0,26,1.05,89,Occasional,Marsh,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
366,Bananal,Location_0366,Brazil,-12.1656,-51.0285,116,Nov,1981,6946,20000,0.347,20,73,9.59,356,Frequent,Swamp,Forest,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
367,Llanos_Orinoco,Location_0367,Venezuela,6.1704,-69.4665,201,Oct,1983,3224,40000,0.081,4,15,11.58,95,Rare,Open_Water,Grassland,No,No,No,No,Yes,Standard_Crops_OK
368,Amazon_Mainstem,Location_0368,Brazil,-3.9607,-61.6371,126,Jan,1983,18918,50000,0.378,24,75,2.36,342,Frequent,Swamp,Palm_Swamp,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
369,Pantanal,Location_0369,Brazil,-19.9461,-56.5504,167,Apr,1982,113533,140000,0.811,25,273,9.48,254,Permanent,Swamp,Forest,No,Yes,No,No,No,Aquatic_Plants_Only
370,Bananal,Location_0370,Brazil,-9.1543,-50.2324,113,Apr,1984,7721,20000,0.386,27,134,7.23,240,Frequent,Marsh,Sedges,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
371,Llanos_Orinoco,Location_0371,Venezuela,8.0224,-68.0981,105,Jan,1985,17421,40000,0.436,21,68,8.6,173,Frequent,Savanna,Mixed,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
372,Pantanal,Location_0372,Brazil,-18.7069,-55.2371,195,Feb,1979,120082,140000,0.858,25,125,0.73,254,Permanent,Riparian,Forest,No,Yes,No,No,No,Aquatic_Plants_Only
373,Llanos_Orinoco,Location_0373,Venezuela,4.6507,-71.7693,72,Dec,1983,24489,40000,0.612,19,285,11.53,399,Annual,Riparian,Aquatic,Yes,No,No,No,No,Aquatic_Plants_Only
374,Llanos_de_Mojos,Location_0374,Bolivia,-15.165,-61.2967,242,Dec,1981,35818,60000,0.597,29,65,11.27,154,Annual,Open_Water,Grassland,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
375,Llanos_de_Mojos,Location_0375,Bolivia,-14.7558,-61.4989,64,Aug,1987,11384,60000,0.19,7,77,11.72,39,Occasional,Open_Water,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
376,Bananal,Location_0376,Brazil,-11.4108,-51.8907,225,Jan,1981,9581,20000,0.479,26,58,11.37,298,Frequent,Marsh,Grassland,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
377,Llanos_Orinoco,Location_0377,Venezuela,7.6375,-69.3915,75,Aug,1982,5566,40000,0.139,9,20,4.39,69,Occasional,Swamp,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
378,Llanos_Orinoco,Location_0378,Venezuela,7.0142,-71.7937,109,Sep,1983,3354,40000,0.084,4,69,7.0,100,Rare,Swamp,Sedges,No,No,No,No,Yes,Standard_Crops_OK
379,Amazon_Mainstem,Location_0379,Brazil,-2.0759,-58.6513,229,Feb,1981,19942,50000,0.399,22,68,11.3,342,Frequent,Open_Water,Aquatic,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
380,Amazon_Mainstem,Location_0380,Brazil,-1.7893,-57.5219,122,Jul,1985,8437,50000,0.169,8,69,2.01,42,Occasional,Open_Water,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
381,Llanos_Orinoco,Location_0381,Venezuela,6.49,-70.1515,129,Jul,1981,5341,40000,0.134,1,19,5.1,62,Occasional,Riparian,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
